Station Name,Country,ID,Lat.,Lon.,Coastline
ORTONA II,ITA,2097,42.356,14.415,270
ANCONA,ITA,101,43.583,13.483,270
ANCONA II,ITA,2098,43.625,13.507,270
PORTO CORSINI,ITA,100,44.5,12.283,270
PORTO GARIBALDI,ITA,2144,44.678,12.249,270
VENEZIA (ARSENALE),ITA,87,45.417,12.35,270
VENEZIA II,ITA,2100,45.418,12.427,270
VENEZIA (S.STEFANO),ITA,39,45.417,12.333,270
VENEZIA (PUNTA DELLA SALUTE),ITA,168,45.433,12.333,270
TRIESTE,ITA,154,45.647,13.758,270
TRIESTE II,ITA,2099,45.649,13.758,270
PORT ROYAL,JAM,744,17.933,-76.85,932
MONBETU I,JPN,772,44.35,143.367,641
MONBETU II,JPN,1470,44.35,143.367,641
ABASHIRI,JPN,1104,44.019,144.286,641
HANASAKI,JPN,139,43.283,145.583,641
HANASAKI II,JPN,1442,43.278,145.568,641
KUSHIRO,JPN,518,42.976,144.371,641
URAKAWA I,JPN,869,42.167,142.767,641
URAKAWA II,JPN,1296,42.167,142.767,641
MURORAN,JPN,1194,42.35,140.95,641
HAKODATE I,JPN,813,41.782,140.725,641
HAKODATE II,JPN,671,41.767,140.717,641
TAPPI,JPN,1587,41.243,140.381,641
YOSIOKA,JPN,1596,41.45,140.25,641
ESASHI,JPN,1605,41.867,140.133,641
OSHORO I,JPN,159,43.217,140.867,641
OSHORO II,JPN,1027,43.209,140.858,641
WAKKANAI,JPN,1103,45.408,141.685,641
HACHINOHE I,JPN,460,40.533,141.533,642
HACHINOHE II,JPN,1266,40.532,141.528,642
MIYAKO I,JPN,463,39.633,141.967,642
MIYAKO II,JPN,1149,39.643,141.975,642
KAMAISI II,JPN,1346,39.273,141.889,642
OFUNATO I,JPN,1140,39.067,141.717,642
OFUNATO II,JPN,1364,39.02,141.753,642
ONAGAWA,JPN,674,38.433,141.467,642
AYUKAWA,JPN,131,38.297,141.505,642
SOMA,JPN,1345,37.831,140.962,642
ONAHAMA,JPN,635,36.938,140.892,642
CHOSHI-GYOKO,JPN,1544,35.744,140.858,642
CHOSHI I,JPN,879,35.733,140.867,642
KATSUURA,JPN,1191,35.129,140.249,642
MERA,JPN,359,34.919,139.825,642
TUKIZI,JPN,673,35.667,139.767,642
TOKYO III,JPN,1545,35.649,139.77,642
TOKYO I,JPN,881,35.667,139.767,642
TOKYO II,JPN,1222,35.65,139.767,642
SIBAURA,JPN,952,35.633,139.75,642
YOKOSUKA,JPN,722,35.288,139.651,642
ABURATSUBO,JPN,130,35.16,139.615,642
KAMINATO II (HATIZYO SIMA),JPN,1440,33.13,139.805,642
MIYAKE SIMA,JPN,1060,34.067,139.481,642
KOZU SIMA,JPN,1061,34.209,139.132,642
OKADA,JPN,1091,34.789,139.391,642
ITO I,JPN,876,34.967,139.117,642
ITO II,JPN,1343,34.896,139.133,642
MINAMI IZU,JPN,1064,34.617,138.883,642
UCHIURA,JPN,407,35.017,138.89,642
TAGO,JPN,1437,34.807,138.764,642
SHIMIZU-MINATO,JPN,808,35.012,138.518,642
YAIZU,JPN,1438,34.871,138.327,642
OMAEZAKI II,JPN,1263,34.608,138.222,642
MAISAKA,JPN,1089,34.682,137.609,642
ONISAKI,JPN,1026,34.904,136.824,642
NAGOYA,JPN,860,35.083,136.883,642
NAGOYA II,JPN,1488,35.091,136.881,642
TOBA,JPN,627,34.467,136.85,642
OWASE,JPN,1146,34.076,136.207,642
URAGAMI,JPN,1090,33.558,135.896,642
KUSHIMOTO,JPN,134,33.476,135.773,642
SHIRAHAMA,JPN,1150,33.684,135.375,643
KAINAN,JPN,701,34.144,135.191,643
WAKAYAMA,JPN,816,34.222,135.146,643
TAN-NOWA,JPN,817,34.339,135.178,643
OSAKA,JPN,1099,34.658,135.433,643
KOBE,JPN,846,34.683,135.183,643
KOBE II,JPN,1790,34.682,135.19,643
SUMOTO,JPN,1098,34.341,134.907,643
UNO,JPN,812,34.489,133.949,643
KURE II,JPN,749,34.233,132.533,643
KURE III,JPN,1023,34.233,132.55,643
KURE IV,JPN,1209,34.241,132.55,643
HIROSIMA,JPN,1028,34.353,132.465,643
TOKUYAMA I,JPN,669,34.033,131.8,643
TOKUYAMA II,JPN,1210,34.041,131.803,643
KOCHI II,JPN,1184,33.5,133.583,644
KURE I,JPN,1320,33.334,133.243,644
KOCHI III,JPN,1567,33.499,133.569,644
TOSA SHIMIZU,JPN,815,32.779,132.959,644
UWAJIMA I,JPN,461,33.233,132.55,644
UWAJIMA II,JPN,1212,33.227,132.551,644
MATSUYAMA I,JPN,880,33.867,132.7,644
MATSUYAMA II,JPN,1062,33.859,132.712,644
TAKAMATSU,JPN,847,34.35,134.05,644
TAKAMATSU II,JPN,1789,34.351,134.057,644
KOMATSUSHIMA,JPN,809,34.009,134.588,644
MUROTOMISAKI,JPN,1390,33.266,134.164,644
MOZI,JPN,912,33.95,130.967,645
OITA II,JPN,1293,33.266,131.687,645
HOSOJIMA,JPN,133,32.429,131.669,645
ABURATSU,JPN,814,31.577,131.409,645
NISINOOMOTE,JPN,1096,30.735,130.992,645
ODOMARI,JPN,1097,31.024,130.689,645
KAGOSHIMA I,JPN,868,31.6,130.567,645
MAKURAZAKI I,JPN,1142,31.267,130.3,645
AKUNE,JPN,1265,32.018,130.191,645
MISUMI,JPN,810,32.623,130.451,645
OURA,JPN,1102,32.977,130.221,645
KUCHINOTSU,JPN,1386,32.605,130.195,645
NAGASAKI,JPN,1100,32.735,129.866,645
FUKUE,JPN,1101,32.696,128.849,645
SASEBO I,JPN,672,33.167,129.717,645
SASEBO II,JPN,1147,33.158,129.724,645
KARIYA,JPN,1318,33.473,129.849,645
IZUHARA,JPN,661,34.2,129.3,645
IZUHARA II,JPN,1586,34.198,129.292,645
HAKATA,JPN,1094,33.619,130.408,645
NASE I,JPN,887,28.383,129.5,646
NASE II,JPN,1018,28.383,129.5,646
NASE III,JPN,1522,28.5,129.5,646
NAKANO SIMA,JPN,1105,29.842,129.848,646
OKINAWA,JPN,1388,26.179,127.824,646
NAHA,JPN,1151,26.213,127.665,646
ISHIGAKI,JPN,1411,24.333,124.167,646
ISHIGAKI II,JPN,1671,24.332,124.164,646
SHIMONOSEKI III,JPN,1830,33.925,130.928,647
SHIMONOSEKI I,JPN,845,33.967,130.95,647
SHIMONOSEKI II,JPN,783,33.967,130.95,647
HAGI,JPN,1306,34.433,131.417,647
TONOURA,JPN,94,34.9,132.067,647
HAMADA II,JPN,1585,34.897,132.066,647
SAKAI,JPN,811,35.548,133.243,647
SAIGO,JPN,1095,36.201,133.331,647
TAJIRI,JPN,1148,35.594,134.316,647
MIYAZU,JPN,872,35.533,135.183,647
MAIZURU I,JPN,663,35.483,135.4,647
MAIZURU II,JPN,1387,35.477,135.387,647
MAIZURU III,JPN,1523,35.45,135.317,647
MIKUNI,JPN,1190,36.255,136.149,647
TOYAMA,JPN,1389,36.762,137.225,647
WAJIMA,JPN,132,37.406,136.9,647
KASHIWAZAKI,JPN,753,37.357,138.508,647
OGI,JPN,1344,37.815,138.281,647
AWA SIMA,JPN,1093,38.468,139.255,647
NEZUGASEKI,JPN,752,38.563,139.546,647
OGA,JPN,1264,39.942,139.706,647
IWASAKI,JPN,121,40.583,139.917,647
OMINATO,JPN,679,41.25,141.15,647
ASAMUSHI,JPN,721,40.898,140.859,647
CHICHIJIMA,JPN,1391,27.083,142.183,648
ST HELIER (JERSEY) 2,JEY,1795,49.183,-2.117,180
MOMBASA II,KEN,2183,-4.067,39.65,470
"TARAWA-A,BETIO",KIR,1381,1.367,172.933,730
"TARAWA-B,BAIRIKI",KIR,1579,1.333,173.017,730
"TARAWA-C,BETIO",KIR,1739,1.367,172.933,730
BETIO,KIR,1804,1.365,172.933,730
KANTON ISLAND,KIR,575,-2.8,-171.717,750
KANTON ISLAND-B,KIR,1329,-2.817,-171.717,750
FANNING-B,KIR,1361,3.9,-159.383,770
CHRISTMAS ISLAND,KIR,801,1.983,-157.467,770
CHRISTMAS ISLAND II,KIR,1371,1.983,-157.483,770
WONSAN,PRK,1007,39.167,127.45,625
INCHEON,KOR,956,37.452,126.592,620
ANHEUNG,KOR,1699,36.674,126.132,620
BORYEONG,KOR,1675,36.406,126.486,620
KUNSAN,KOR,959,35.983,126.717,620
GUNSAN (OUTER PORT),KOR,1527,35.976,126.563,620
WIDO,KOR,1628,35.618,126.302,620
MOKPO,KOR,954,34.78,126.376,620
DAEHEUKSANDO,KOR,1489,34.684,125.436,620
SEOGWIPO,KOR,1627,33.24,126.562,620
JEJU,KOR,1066,33.528,126.543,620
WANDO,KOR,1568,34.315,126.76,620
GEOMUNDO,KOR,1546,34.028,127.309,620
YEOSU,KOR,1155,34.747,127.766,620
TONGYEONG,KOR,1446,34.828,128.435,620
CHUJADO,KOR,1588,33.962,126.3,620
CHINHAE,KOR,970,35.15,128.65,620
GADEOKDO,KOR,1445,35.025,128.811,620
BUSAN,KOR,955,35.096,129.036,620
ULSAN,KOR,997,35.502,129.387,620
POHANG,KOR,1324,36.047,129.384,620
ULLEUNG,KOR,1490,37.491,130.914,620
MUKHO,KOR,1108,37.55,129.116,620
SOKCHO,KOR,1365,38.207,128.594,620
DAUGAVGRIVA,LVA,37,57.05,24.033,83
LIEPAJA,LVA,26,56.533,20.983,83
KLAIPEDA,LTU,118,55.7,21.133,84
MACAU,MAC,269,22.2,113.55,609
NOSY-BE,MDG,926,-13.4,48.283,440
PULAU LANGKAWI,MYS,1676,6.431,99.764,550
PULAU PINANG,MYS,1595,5.422,100.347,550
LUMUT,MYS,1594,4.24,100.613,550
PELABUHAN KELANG,MYS,1591,3.05,101.358,550
TANJUNG KELING,MYS,1593,2.215,102.153,550
KUKUP,MYS,1677,1.325,103.443,550
JOHOR BAHRU,MYS,248,1.462,103.792,550
TANJUNG SEDILI,MYS,1702,1.932,104.115,550
PULAU TIOMAN,MYS,1678,2.807,104.14,550
TANJUNG GELANG,MYS,1589,3.975,103.43,550
CENDERING,MYS,1592,5.265,103.187,550
GETING,MYS,1703,6.226,102.107,550
MIRI,MYS,1819,4.401,113.974,663
BINTULU,MYS,1833,3.262,113.064,663
SEJINGKAT,MYS,1893,1.583,110.422,663
LABUAN 2,MYS,1879,5.273,115.25,665
KOTA KINABALU,MYS,1733,5.983,116.067,665
KUDAT,MYS,1876,6.879,116.844,665
SANDAKAN,MYS,1834,5.81,118.067,665
LAHAT DATU,MYS,1877,5.019,118.346,665
TAWAU,MYS,1734,4.233,117.883,665
GAN II,MDV,1707,-0.683,73.15,454
"MALE-B, HULULE",MDV,1753,4.183,73.533,454
MARSAXLOKK (FORMALLY VALLETTA),MLT,1735,35.82,14.533,265
ENEWETOK,MHL,665,11.367,162.35,720
KWAJALEIN,MHL,513,8.732,167.735,720
MAJURO-B,MHL,1217,7.1,171.367,720
MAJURO-C,MHL,1838,7.106,171.373,720
WAKE ISLAND,MHL,595,19.29,166.617,720
FORT-DE-FRANCE II,MTQ,1942,14.602,-61.063,912
GRAND PORT,MUS,930,-20.367,57.75,450
PORT LOUIS,MUS,477,-20.15,57.5,450
PORT LOUIS II,MUS,1673,-20.15,57.5,450
RODRIGUES IS,MUS,1672,-19.667,63.417,450
DZAOUDZI,MYT,1642,-12.782,45.258,438
ENSENADA,MEX,795,31.85,-116.633,830
BAHIA SAN QUINTIN,MEX,1457,30.483,-115.983,830
GUADALUPE ISLAND II,MEX,1413,28.883,-118.3,830
ISLA DE CEDROS,MEX,1430,28.1,-115.183,830
CABO SAN LUCAS,MEX,1355,22.883,-109.9,830
LA PAZ,MEX,695,24.167,-110.35,830
LORETO,MEX,1410,26.017,-111.367,830
BAHIA DE LOS ANGELES,MEX,1357,28.967,-113.55,830
GUAYMAS,MEX,693,27.917,-110.9,830
TOPOLOBAMPO,MEX,793,25.6,-109.05,830
MAZATLAN,MEX,712,23.2,-106.417,830
MANZANILLO,MEX,737,19.05,-104.333,830
MANZANILLO 2,MEX,1818,19.067,-104.3,830
ACAPULCO,MEX,686,16.833,-99.917,830
PUERTO ANGEL,MEX,1015,15.5,-96.5,830
SALINA CRUZ,MEX,689,16.167,-95.2,830
PROGRESO,MEX,690,21.3,-89.667,920
CIUDAD DEL CARMEN,MEX,796,18.633,-91.85,920
COATZACOALCOS,MEX,692,18.15,-94.417,920
ALVARADO,MEX,768,18.767,-95.767,920
TUXPAN,MEX,918,21,-97.333,920
CIUDAD MADERO,MEX,1020,22.25,-97.8,920
"CHUUK, MOEN ISLAND",FSM,528,7.447,151.847,710
YAP B,FSM,1251,9.517,138.133,710
KAPINGAMARANGI,FSM,1473,1.1,154.783,710
POHNPEI-B,FSM,1370,6.983,158.233,710
POHNPEI C,FSM,1925,6.981,158.2,710
MONACO (FONTVIEILLE),MCO,788,43.729,7.421,233
BAR,MNE,1075,42.083,19.083,281
VILLA SANJURJO,MAR,506,35.25,-3.917,350
MAPUTO,MOZ,986,-25.967,32.567,432
MOZAMBIQUE ISLAND,MOZ,1054,-15.033,40.733,432
AKYAB,MMR,421,20.133,92.9,530
RANGOON,MMR,210,16.767,96.167,530
MOULMEIN,MMR,747,16.483,97.617,530
AMHERST,MMR,746,16.083,97.567,530
WALVIS BAY,NAM,914,-22.949,14.499,427
LUDERITZ,NAM,911,-26.643,15.155,427
NAURU,NRU,1374,-0.533,166.9,715
NAURU-B,NRU,1844,-0.529,166.91,715
DELFZIJL,NLD,24,53.326,6.933,150
WEST-TERSCHELLING,NLD,236,53.363,5.22,150
HARLINGEN,NLD,25,53.176,5.409,150
DEN HELDER,NLD,23,52.964,4.745,150
IJMUIDEN,NLD,32,52.462,4.555,150
HOEK VAN HOLLAND,NLD,22,51.978,4.12,150
MAASSLUIS,NLD,9,51.918,4.25,150
ROOMPOT BUITEN,NLD,1551,51.62,3.682,150
VLISSINGEN,NLD,20,51.442,3.596,150
NOUMEA-CHALEIX,NCL,852,-22.3,166.433,740
NOUMEA-NUMBO,NCL,2134,-22.242,166.416,740
AUCKLAND-WAITEMATA HARBOUR,NZL,217,-36.843,174.769,690
AUCKLAND II,NZL,150,-36.843,174.769,690
MOTURIKI ISLAND,NZL,978,-37.632,176.185,690
TAURANGA (SALISBURY WHARF),NZL,1590,-37.641,176.181,690
GISBORNE,NZL,1613,-38.675,178.022,690
NAPIER,NZL,1750,-39.476,176.92,690
WELLINGTON HARBOUR,NZL,221,-41.284,174.78,690
WELLINGTON II,NZL,500,-41.284,174.78,690
PORT LYTTELTON,NZL,247,-43.606,172.722,690
LYTTELTON II,NZL,259,-43.606,172.722,690
TIMARU HARBOUR,NZL,998,-44.394,171.256,690
PORT CHALMERS,NZL,1643,-45.815,170.624,690
DUNEDIN,NZL,252,-45.879,170.513,690
DUNEDIN II,NZL,136,-45.879,170.513,690
BLUFF (SOUTHLAND HARBOUR),NZL,213,-46.598,168.345,690
GREYMOUTH,NZL,993,-42.45,171.2,690
WESTPORT HARBOUR,NZL,1004,-41.746,171.595,690
NELSON,NZL,787,-41.261,173.273,690
WANGANUI,NZL,1621,-39.945,174.993,690
PORT TARANAKI,NZL,996,-39.056,174.034,690
WHANGAREI HARBOUR (MARSDEN POINT),NZL,1065,-35.757,174.35,690
CHATHAM ISLAND,NZL,1920,-43.946,-176.561,690
FORCADOS,NGA,389,5.35,5.35,420
NORFOLK ISLAND,NFK,821,-29.058,167.954,680
SAIPAN,MNP,1474,15.233,145.75,700
VARDO,NOR,524,70.375,31.104,40
VADSO,NOR,1257,70.067,29.75,40
BERLEVAG,NOR,442,70.85,29.1,40
HONNINGSVAG,NOR,1267,70.98,25.973,40
HAMMERFEST,NOR,758,70.665,23.683,40
TROMSO,NOR,680,69.647,18.961,40
ANDENES,NOR,425,69.326,16.135,40
HARSTAD,NOR,681,68.801,16.548,40
EVENSKJAER,NOR,531,68.583,16.55,40
NARVIK,NOR,312,68.428,17.426,40
KABELVAG,NOR,45,68.213,14.482,40
BODO,NOR,562,67.288,14.391,40
SANDNESSJOEN,NOR,1137,66.017,12.633,40
MOSJOEN,NOR,781,65.85,13.2,40
BRONNOYSUND,NOR,803,65.483,12.217,40
RORVIK,NOR,1241,64.859,11.23,40
TRONDHEIM,NOR,34,63.433,10.433,40
TRONDHEIM 2,NOR,1748,63.436,10.392,40
HEIMSJO,NOR,313,63.425,9.102,40
KRISTIANSUNDN,NOR,682,63.114,7.734,40
ALESUND,NOR,509,62.469,6.152,40
KJOLSDAL,NOR,398,61.917,5.633,40
MALOY,NOR,486,61.934,5.113,40
BERGEN,NOR,58,60.398,5.32,40
STAVANGER,NOR,47,58.974,5.73,40
TREGDE,NOR,302,58.006,7.555,40
HELGEROA,NOR,1113,58.995,9.856,40
NEVLUNGHAVN,NOR,401,58.967,9.883,40
OSLO,NOR,62,59.909,10.735,40
OSCARSBORG,NOR,33,59.678,10.605,40
VIKER,NOR,1759,59.036,10.95,40
MUSCAT,OMN,1716,23.633,58.567,487
KARACHI,PAK,204,24.812,66.975,490
MALAKAL-B,PLW,1252,7.333,134.467,711
PUERTO ARMUELLES,PAN,668,8.267,-82.867,840
PUERTO ARMUELLES B,PAN,1571,8.267,-82.867,840
BALBOA,PAN,163,8.967,-79.567,840
NAOS ISLAND,PAN,581,8.918,-79.55,840
NAOS ISLAND 2,PAN,1783,8.918,-79.533,840
COCO SOLO,PAN,1530,9.367,-79.883,904
CRISTOBAL,PAN,169,9.35,-79.917,904
LAE,PNG,1303,-6.75,147,670
ALOTAU,PNG,1607,-10.317,150.45,670
PORT MORESBY,PNG,439,-9.483,147.133,670
PORT MORESBY II,PNG,1610,-9.483,147.133,670
RABAUL,PNG,1164,-4.2,152.183,670
KAVIENG,PNG,1608,-2.583,150.8,670
MANUS ISLAND,PNG,1609,-2.017,147.267,670
LOMBRUM,PNG,1860,-2.042,147.374,670
WEWAK,PNG,1304,-3.55,143.633,670
MADANG,PNG,1254,-5.217,145.8,670
TALARA,PER,475,-4.617,-81.283,848
CHIMBOTE,PER,771,-9.083,-78.633,848
SAN JUAN,PER,923,-15.367,-75.2,848
MATARANI,PER,458,-17,-72.117,848
"SAN FERNANDO, LA UNION",PHL,548,16.617,120.3,660
SAN JOSE,PHL,1711,12.333,121.083,660
PORT IRENE,PHL,1705,18.383,122.1,660
CATICLAN MALAY AKLAN,PHL,2172,11.95,121.933,660
"PULUPANDAN, NEGROS OCCIDENTAL",PHL,2151,10.517,122.8,660
CURRIMAO ILOCOS NORTE,PHL,2173,17.983,120.483,660
"BALANACAN, MARINDUQUE",PHL,2157,13.533,121.867,660
SUBIC ZAMBALES,PHL,2176,14.767,120.25,660
"MANILA, S. HARBOR",PHL,145,14.583,120.967,660
"LEGASPI, ALBAY",PHL,522,13.15,123.75,660
"VIRAC, CATANDUANES",PHL,2150,13.583,124.233,660
REAL QUEZON,PHL,2035,14.667,121.6,660
"TACLOBAN, LEYTE",PHL,664,11.25,125,660
CEBU,PHL,394,10.3,123.917,660
"BALINTANG, QUEZON, PALAWAN",PHL,2155,9.35,118.133,660
"PUERTO PRINCESA, PALAWAN",PHL,207,9.75,118.733,660
"DAVAO, DAVAO GULF",PHL,537,7.083,125.633,660
PAGADIAN CITY,PHL,2152,7.817,123.433,660
"MAKAR, GENERAL SANTOS CITY",PHL,2153,6.1,125.15,660
ZAMBOANGA CITY,PHL,2175,6.917,122.067,660
"JOLO, SULU",PHL,260,6.067,121,660
"MACABALAN PORT, CAGAYAN DE ORO",PHL,2154,8.5,124.667,660
"TANDAG, SURIGAO DEL SUR",PHL,2158,9.083,126.2,660
MAMBAJAO CAMGUIN,PHL,2174,9.25,124.733,660
SURIGAO,PHL,1708,9.783,125.5,660
GDANSK/NOWY PORT,POL,64,54.4,18.683,110
GDYNIA,POL,364,54.533,18.55,110
HEL,POL,146,54.6,18.8,110
WLADYSLAWOWO,POL,645,54.8,18.417,110
USTKA,POL,644,54.583,16.867,110
KOLOBRZEG,POL,643,54.183,15.55,110
SWINOUJSCIE,POL,2,53.917,14.233,110
VIANA,PRT,1482,41.683,-8.833,210
LEIXOES,PRT,791,41.183,-8.7,210
AVEIRO,PRT,1402,40.65,-8.75,210
CASCAIS,PRT,52,38.683,-9.417,210
LISBON,PRT,1336,38.7,-9.133,210
SETROIA,PRT,1425,38.5,-8.9,210
SINES,PRT,1456,37.95,-8.883,210
LAGOS,PRT,162,37.1,-8.667,210
PONTA DELGADA,PRT,258,37.736,-25.671,360
ANGRA DO HEROISMO,PRT,380,38.65,-27.233,360
LAJES DAS FLORES,PRT,2171,39.378,-31.169,360
FUNCHAL,PRT,1030,32.644,-16.913,365
FUNCHAL II,PRT,2024,32.651,-17.118,365
CULEBRA,PRI,2120,18.302,-65.303,938
"ESPERANZA, VIEQUES",PRI,2209,18.093,-65.472,938
MAGUEYES ISLAND,PRI,759,17.97,-67.045,938
SAN JUAN,PRI,1001,18.458,-66.115,938
AGUADILLA,PRI,2121,18.457,-67.163,938
MONA ISLAND,PRI,2122,18.09,-67.938,938
POINTE DES GALETS,REU,1501,-20.935,55.285,451
CONSTANTZA,ROU,379,44.167,28.667,297
RUSSKAYA GAVAN,RUS,711,76.2,62.583,30
RUSSKAIA GAVAN II,RUS,710,76.183,62.583,30
BELYI NOS,RUS,859,69.6,60.217,30
BUGRINO,RUS,2025,68.8,49.333,30
KRENKELIA (HEISA OSTROV),RUS,1012,80.617,58.05,30
MALYE KARMAKULY,RUS,609,72.367,52.7,30
MURMANSK,RUS,684,68.967,33.05,30
MURMANSK II,RUS,687,68.967,33.05,30
POLYARNIY,RUS,2027,69.2,33.483,30
TERIBERKA,RUS,2028,69.2,35.117,30
LINAKHAMARI,RUS,365,69.65,31.367,30
MYS PIKSHUEVA,RUS,2026,69.55,32.433,30
BOLVANSKII NOS (FEDOROVA),RUS,651,70.45,59.083,30
UGORSKII SHAR (UGORSKII SHAR PROLIV),RUS,622,69.817,60.75,30
AMDERMA,RUS,599,69.75,61.7,30
UST KARA,RUS,600,69.25,64.517,30
MORZHOVAIA (HARASAVEI MYS),RUS,732,71.417,67.583,30
ZHELANIA II (ZHELANIA MYS),RUS,647,76.95,68.55,30
POPOVA (BELYI OSTROV),RUS,653,73.333,70.05,30
TADIBE-IAHA,RUS,767,70.367,72.567,30
SE-LAHA,RUS,1200,70.15,72.567,30
ANTIPAIUTA,RUS,1128,69.083,76.85,30
VISE (VISE OSTROV),RUS,704,79.5,76.983,30
LESKINA (LESKINA MYS),RUS,654,72.317,79.567,30
DIKSON,RUS,611,73.5,80.4,30
UEDINENIA (UEDINENIA OSTROV),RUS,707,77.5,82.2,30
SOPOCHNAIA KARGA,RUS,917,71.867,82.7,30
IZVESTIA TSIK (IZVESTIA TSIK OSTROVA),RUS,728,75.95,82.95,30
STERLEGOVA (STERLEGOVA MYS),RUS,612,75.417,88.9,30
ISACHENKO (ISACHENKO OSTROV),RUS,734,77.15,89.2,30
GOLOMIANYI (GOLOMIANYI OSTROV),RUS,729,79.55,90.617,30
PRAVDY (PRAVDY OSTROV),RUS,615,76.267,94.767,30
RUSSKII (RUSSKII OSTROV),RUS,655,77.167,96.433,30
KRASNOFLOTSKIE (KRASNOFLOTSKIE OSTROVA),RUS,738,78.6,98.833,30
GEIBERGA (GEIBERGA OSTROV),RUS,648,77.6,101.517,30
SOLNECHNAIA (SOLNECHNAIA BUKHTA),RUS,656,78.2,103.267,30
FEDOROVA (CHELUSKIN MYS),RUS,601,77.717,104.3,30
KOSYSTYI (KOSYSTYI MYS),RUS,736,73.65,109.733,30
SVIATOI NOS (SVIATOI NOS MYS),RUS,657,72.833,140.733,30
PESCHANYI (PESCHANYI MYS),RUS,1006,79.433,102.483,30
ANDREIA (ANDREIA OSTROV),RUS,646,76.8,110.75,30
MALYI TAIMYR (MALYI TAIMYR OSTROV),RUS,620,78.083,106.817,30
PREOBRAZHENIA (PREOBRAZHENIA OSTROV),RUS,652,74.667,112.933,30
MARII PRONCHISHEVOI (BUKHTA),RUS,667,75.533,113.433,30
ANABAR,RUS,1780,73.217,113.5,30
TERPIAI-TUMSA,RUS,790,73.55,118.667,30
UST OLENEK,RUS,610,73,119.867,30
DUNAI (DUNAI OSTROV),RUS,640,73.933,124.5,30
SAGYLLAH-ARY,RUS,1019,73.15,128.883,30
TIKSI (TIKSI BUKHTA),RUS,569,71.583,128.917,30
BYKOV MYS (BYKOV MYS),RUS,1399,72,129.117,30
MALYSHEVA (MALYSHEVA OSTROV),RUS,741,72.067,129.833,30
MUOSTAH ( MUOSTAH OSTROV),RUS,649,71.55,130.033,30
NAIBA,RUS,1497,70.85,130.75,30
BUORHAIA (BUORHAIA MYS),RUS,735,71.95,132.767,30
UADEI,RUS,709,71.517,136.417,30
KOTELNYI (KOTELNYI OSTROV),RUS,641,76,137.867,30
SANNIKOVA (SANNIKOVA PROLIV),RUS,602,74.667,138.9,30
KIGILIAH,RUS,642,73.333,139.867,30
ZEMLIA BUNGE,RUS,658,74.883,142.117,30
SHALAUROVA (SHALAUROVA MYS),RUS,603,73.183,143.233,30
NEMKOVA (NEMKOVA OSTROV),RUS,797,71.417,150.75,30
ZHOHOVA (ZHOHOVA OSTROV),RUS,937,76.15,152.833,30
AMBARCHIK,RUS,604,69.617,162.3,30
CHETYREHSTOLBOVOI,RUS,650,70.633,162.483,30
RAU-CHUA,RUS,605,69.5,166.583,30
AION,RUS,730,69.933,167.983,30
PEVEK,RUS,606,69.7,170.25,30
VALKARKAI,RUS,792,70.083,170.933,30
BILLINGA,RUS,708,69.883,175.767,30
MYS SHMIDTA,RUS,616,68.9,-179.367,30
VRANGELIA (VRANGELIA OSTROV),RUS,608,70.983,-178.483,30
VANKAREM,RUS,607,67.833,-175.833,30
KOLUCHIN,RUS,621,67.483,-174.65,30
NETTEN,RUS,613,66.967,-171.933,30
RATMANOVA,RUS,617,66.85,-169.133,30
PROVIDENIA,RUS,662,64.417,-173.233,30
SUR SARI,RUS,227,60.083,26.983,80
VYBORG,RUS,83,60.7,28.733,80
PRIMORSK,RUS,237,60.35,28.617,80
PIONERSKY,RUS,1719,54.7,20.483,80
KALININGRAD,RUS,289,54.95,20.217,80
TUAPSE,RUS,215,44.1,39.067,300
YUZHNO KURILSK,RUS,546,44.017,145.867,630
NAGAEVO,RUS,827,59.55,150.717,630
PETROPAVLOVSK-KAMCHATSKY,RUS,824,52.983,158.65,630
ENGLISH BAY (ASCENSION ISLAND),SHN,1831,-7.893,-14.386,402
JAMESTOWN LANDING STEPS,SHN,1845,-15.921,-5.718,425
APIA B,WSM,1840,-13.827,-171.761,746
DAKAR,SEN,476,14.633,-17.45,390
DAKAR 2,SEN,1816,14.683,-17.417,390
PT. LA RUE,SYC,1846,-4.667,55.533,442
VICTORIA DOCK,SGP,1183,1.267,103.85,555
TANJONG PAGAR,SGP,1746,1.267,103.85,555
KEPPEL HARBOUR,SGP,1534,1.267,103.817,555
BUKOM,SGP,2032,1.226,103.778,555
RAFFLES LIGHT HOUSE,SGP,1351,1.167,103.75,555
UBIN,SGP,2068,1.419,103.928,555
TANJONG CHANGI,SGP,2033,1.39,103.999,555
SULTAN SHOAL,SGP,1248,1.233,103.65,555
TANAH MERAH,SGP,2034,1.312,103.988,555
JURONG,SGP,1275,1.3,103.717,555
TUAS (WEST JURONG),SGP,1894,1.283,103.667,555
SEMBAWANG,SGP,724,1.467,103.833,555
WEST COAST,SGP,1895,1.3,103.767,555
WEST TUAS,SGP,1896,1.344,103.634,555
KOPER,SVN,1009,45.567,13.75,279
LUKA KOPER,SVN,1817,45.567,13.75,279
HONIARA II,SLB,1373,-9.433,159.95,734
HONIARA-B,SLB,1861,-9.429,159.955,734
PORT NOLLOTH,ZAF,836,-29.257,16.868,430
STOMPNEUS BAY,ZAF,882,-32.717,17.983,430
SALAMANDER,ZAF,1427,-33.067,18,430
